Contributor General,Location City,Location Country,Location State,Latitude (generated),Longitude (generated)
burleigh,port henry',united states',new york (state)',44.0486,-73.4596
burleigh,poland',united states',new york (state)',43.2256,-75.0613
burleigh,plattsburgh',united states',new york (state)',44.6928,-73.4556
burleigh,pittsfield',united states',maine',44.7826,-69.3834
burleigh,"peterborough', 'south peterborough', 'west peterborough'",united states',new hampshire',42.8706,-71.9517
burleigh,perry',united states',new york (state)',42.7156,-78.0056
burleigh,penacook',united states',new hampshire',43.2071,-71.537
burleigh,oxford',united states',new york (state)',42.442,-75.5977
burleigh,oriskany falls',united states',new york (state)',42.9392,-75.461
burleigh,orange',united states',massachusetts',42.5904,-72.3098
burleigh,oneonta',united states',new york (state)',42.4535,-75.063
burleigh,north leominster',united states',massachusetts',42.5251,-71.7598
burleigh,north billerica',united states',massachusetts',42.5834,-71.2845
burleigh,newport (herkimer)',united states',new york (state)',43.1859,-75.0143
burleigh,mount morris',united states',new york (state)',42.7256,-77.8742
burleigh,morrisville',united states',vermont',44.5617,-72.5984
burleigh,monson',united states',maine',45.287,-69.5012
burleigh,mohawk',united states',new york',43.0115,-75.004
burleigh,mittineague',united states',massachusetts',42.107,-72.6204
burleigh,milton',united states',new hampshire',43.4098,-70.9884
burleigh,"millerton', 'irondale'",united states',new york (state)',41.9537,-73.5107
burleigh,milford',united states',new hampshire',42.8354,-71.649
burleigh,middleville (herkimer)',united states',new york (state)',43.1387,-74.9682
burleigh,middletown (orange county)',united states',new york (state)',41.4459,-74.4229
burleigh,middlebury',united states',vermont',44.0142,-73.1671
burleigh,meredith',united states',new hampshire',43.6576,-71.5004
burleigh,mechanicville',united states',new york (state)',42.9029,-73.6873
burleigh,marlboro',united states',new york (state)',41.6056,-73.9715
burleigh,malone',united states',new york (state)',44.8487,-74.2949
burleigh,"luzerne', 'hadley'",united states',new york (state)',,
burleigh,ludlow',united states',vermont',43.3962,-72.7006
burleigh,lowville',united states',new york (state)',43.7867,-75.492
burleigh,livermore falls',united states',maine',44.4753,-70.1881
burleigh,leominster',united states',massachusetts',42.5251,-71.7598
burleigh,le roy',united states',new york (state)',42.9784,-77.9842
burleigh,lancaster',united states',new york (state)',42.9006,-78.67
burleigh,kingston',united states',new york (state)',41.9288,-74.0024
burleigh,keeseville',united states',new york (state)',44.505,-73.4801
burleigh,johnstown',united states',new york (state)',43.0069,-74.3676
burleigh,johnsonville',united states',new york (state)',42.9145,-73.5137
burleigh,jewett city',united states',connecticut',41.6068,-71.9809
burleigh,ithaca',united states',new york (state)',42.4396,-76.4968
burleigh,huntington',united states',massachusetts',42.2344,-72.8799
burleigh,hunter',united states',new york (state)',42.2137,-74.2188
burleigh,housatonic',united states',massachusetts',42.2551,-73.3668
burleigh,hoosick falls',united states',new york (state)',42.9012,-73.3515
burleigh,hinsdale',united states',massachusetts',42.4387,-73.1254
burleigh,hinsdale (town)',united states',new hampshire',42.7862,-72.4865
burleigh,henniker',united states',new hampshire',43.1797,-71.8224
burleigh,haydenville',united states',massachusetts',42.3751,-72.7009
burleigh,harriman',united states',tennessee',35.934,-84.5524
burleigh,hamilton',united states',new york (state)',42.8269,-75.5444
burleigh,hallstead',united states',pennsylvania',41.96,-75.74
burleigh,hagaman',united states',new york',42.9745,-74.151
burleigh,groton (town)',united states',massachusetts',42.6112,-71.5745
burleigh,greenwich',united states',new york (state)',43.0906,-73.4987
burleigh,"greenville', 'mason'",united states',new hampshire',42.7673,-71.8123
burleigh,greene',united states',new york (state)',42.3292,-75.7699
burleigh,great bend',united states',pennsylvania',41.9717,-75.7432
burleigh,great barrington',united states',massachusetts',42.1959,-73.3621
burleigh,granville',united states',new york (state)',43.4078,-73.2596
burleigh,graniteville',united states',massachusetts',,
burleigh,gowanda',united states',new york (state)',42.4631,-78.9359
burleigh,gouverneur',united states',new york (state)',44.3367,-75.463
burleigh,gorham',united states',new hampshire',44.3878,-71.1731
burleigh,goffstown',united states',new hampshire',43.0204,-71.6003
burleigh,glens falls',united states',new york (state)',43.3097,-73.6441
burleigh,glendale',united states',massachusetts',,
burleigh,geneva',united states',new york',42.869,-76.9777
burleigh,fultonville',united states',new york (state)',42.9479,-74.3704
burleigh,frankfort',united states',new york (state)',43.039,-75.0704
burleigh,"fort plain', 'nelliston'",united states',new york (state)',42.9315,-74.6226
burleigh,fonda',united states',new york (state)',42.9545,-74.3765
burleigh,fitchburg',united states',massachusetts',42.5834,-71.8023
burleigh,fishkill',united states',new york (state)',41.5356,-73.8987
burleigh,"findlay', 'west park (hancock county)'",united states',ohio',41.0414,-83.6504
burleigh,"fairport', 'walla walla'",united states',"new york (state)', 'washington (state)'",,
burleigh,fair haven',united states',vermont',43.594,-73.2645
burleigh,erving',united states',massachusetts',42.6001,-72.3981
burleigh,ellenville',united states',new york (state)',41.717,-74.3957
burleigh,east syracuse',united states',new york (state)',43.0653,-76.0785
burleigh,east pepperell',united states',massachusetts',42.6659,-71.5884
burleigh,east douglas',united states',massachusetts',42.0543,-71.7395
burleigh,dolgeville',united states',new york (state)',43.1009,-74.7729
burleigh,deruyter',united states',new york (state)',42.7172,-75.8458
burleigh,deposit',united states',new york (state)',42.0601,-75.4277
burleigh,delhi',united states',new york (state)',42.2781,-74.916
burleigh,danbury',united states',connecticut',41.3948,-73.454
burleigh,dalton',united states',massachusetts',42.4737,-73.1662
burleigh,cortland',united states',new york (state)',42.6012,-76.1805
burleigh,"corinth', 'palmer falls'",united states',new york (state)',43.2445,-73.8323
burleigh,cooperstown',united states',new york (state)',42.7006,-74.9243
burleigh,"cochituate', 'north natick', 'lokerville'",united states',massachusetts',42.2836,-71.347
burleigh,clinton',united states',new york (state)',43.0484,-75.3785
burleigh,clifton springs',united states',new york (state)',42.9617,-77.14
burleigh,cleveland',united states',new york (state)',43.2403,-75.8838
burleigh,chester',united states',massachusetts',42.2793,-72.9787
burleigh,chatham',united states',new york (state)',42.3643,-73.5948
burleigh,cazenovia',united states',new york (state)',42.9301,-75.8527
burleigh,catskill',united states',new york (state)',42.2173,-73.8646
burleigh,castleton',united states',vermont',43.6106,-73.1798
burleigh,carthage',united states',new york (state)',43.9781,-75.6094
burleigh,canton',united states',new york (state)',44.5956,-75.1691
burleigh,canastota',united states',new york (state)',43.0795,-75.7507
burleigh,camden',united states',new york (state)',43.3345,-75.748
burleigh,cambridge',united states',new york (state)',43.0281,-73.3812
burleigh,caledonia',united states',new york (state)',42.9731,-77.8528
burleigh,broadalbin',united states',new york (state)',43.0587,-74.1965
burleigh,"bristol', 'rockydale'",united states',vermont',44.1334,-73.079
burleigh,bristol',united states',connecticut',41.6736,-72.9464
burleigh,bridgton',united states',maine',44.0548,-70.7128
burleigh,brewster',united states',new york (state)',41.3973,-73.6172
burleigh,brattleboro',united states',vermont',42.8509,-72.5579
burleigh,brandon',united states',vermont',43.7981,-73.0876
burleigh,bowling green',united states',ohio',41.3748,-83.6513
burleigh,blackinton (north adams)',united states',massachusetts',42.7009,-73.1087
burleigh,binghamton',united states',new york (state)',42.097,-75.9143
burleigh,bethel',united states',vermont',43.8334,-72.634
burleigh,bennington',united states',vermont',42.8783,-73.1972
burleigh,bellows falls',united states',vermont',43.1337,-72.4439
burleigh,bellevue',united states',ohio',41.2737,-82.8416
burleigh,beacon',united states',new york (state)',41.5049,-73.9697
burleigh,baldwinville',united states',massachusetts',42.6084,-72.0759
burleigh,bainbridge',united states',new york (state)',42.2934,-75.4793
burleigh,ayer',united states',massachusetts',42.5612,-71.5898
burleigh,athol',united states',massachusetts',42.5959,-72.2267
burleigh,antwerp',united states',new york (state)',44.1992,-75.6069
burleigh,"antrim', 'clinton'",united states',new hampshire',43.0309,-71.939
burleigh,amherst',united states',massachusetts',42.3804,-72.5231
burleigh,amesbury',united states',massachusetts',42.858,-70.9301
burleigh,"alton', 'alton bay'",united states',new hampshire',43.4525,-71.2177
burleigh,altamont',united states',new york (state)',42.7006,-74.0337
bailey,woodbury',united states',new jersey',39.8382,-75.1527
bailey,womelsdorf',united states',pennsylvania',40.3618,-76.1841
bailey,wolcottville',united states',connecticut',,
bailey,winsted',united states',connecticut',41.9212,-73.0601
bailey,windsor locks',united states',connecticut',41.9293,-72.6273
bailey,wilmington',united states',delaware',39.7459,-75.5466
bailey,willimantic',united states',connecticut',41.7125,-72.2116
bailey,white plains',united states',new york (state)',41.034,-73.7629
bailey,westfield',united states',massachusetts',42.1251,-72.7495
bailey,westerly',united states',rhode island',41.3776,-71.8273
bailey,westborough',united states',massachusetts',42.2694,-71.613
bailey,west mystic',united states',connecticut',41.3543,-71.9665
bailey,west medway',united states',massachusetts',42.1418,-71.3967
bailey,wernersville',united states',pennsylvania',40.3301,-76.0805
bailey,webster',united states',massachusetts',42.0501,-71.8801
bailey,watkins glen',united states',new york (state)',42.3811,-76.8706
bailey,watertown',united states',massachusetts',42.3709,-71.1828
bailey,watertown',united states',connecticut',41.6062,-73.1182
bailey,waterbury',united states',connecticut',41.5582,-73.0515
bailey,warren',united states',massachusetts',42.2126,-72.1912
bailey,wallingford',united states',connecticut',41.457,-72.8232
bailey,vineland',united states',new jersey',39.4862,-75.0257
bailey,unionville',united states',connecticut',41.7579,-72.8862
bailey,turners falls',united states',massachusetts',42.6043,-72.5565
bailey,torrington',united states',connecticut',41.8007,-73.1212
bailey,thomaston',united states',connecticut',41.674,-73.0732
bailey,taunton',united states',massachusetts',41.9001,-71.0898
bailey,syracuse',united states',new york (state)',43.0481,-76.1474
bailey,stafford springs',united states',connecticut',41.9543,-72.3023
bailey,springfield',united states',massachusetts',42.1015,-72.5898
bailey,spencer',united states',massachusetts',42.244,-71.9923
bailey,southington',united states',connecticut',41.6005,-72.8783
bailey,southbridge',united states',massachusetts',42.0751,-72.0334
bailey,south manchester',united states',connecticut',41.7759,-72.5215
bailey,shelton',united states',connecticut',41.3165,-73.0932
bailey,seymour',united states',connecticut',41.3943,-73.0743
bailey,"rockville', 'talcottville', 'vernon'",united states',connecticut',,
bailey,rockville',united states',connecticut',,
bailey,rockaway',united states',new jersey',40.91,-74.55
bailey,richmond',united states',indiana',39.8287,-84.8899
bailey,reading',united states',pennsylvania',40.3353,-75.9279
bailey,putnam',united states',connecticut',41.9153,-71.9093
bailey,poughkeepsie',united states',new york (state)',41.7066,-73.9284
bailey,plymouth',united states',massachusetts',41.9584,-70.6673
bailey,plainville',united states',connecticut',41.6745,-72.8582
bailey,pen argyl',united states',pennsylvania',40.8687,-75.2549
bailey,peekskill',united states',new york (state)',41.2898,-73.9205
bailey,pearl river',united states',new york (state)',41.0586,-74.0219
bailey,peabody',united states',massachusetts',42.5279,-70.9287
bailey,"pawtucket', 'central falls'",united states',rhode island',41.8787,-71.3826
bailey,patchogue',united states',new york (state)',40.7657,-73.0151
bailey,pascoag',united states',rhode island',41.9557,-71.7023
bailey,palmer',united states',massachusetts',42.1812,-72.3148
bailey,oneida',united states',new york (state)',43.0922,-75.6509
bailey,oakdale',united states',massachusetts',,
bailey,norwood',united states',massachusetts',42.1945,-71.1995
bailey,norwich',united states',connecticut',41.5243,-72.0759
bailey,norton',united states',massachusetts',41.9668,-71.187
bailey,north kingstown',united states',rhode island',41.5514,-71.4694
bailey,north attleboro',united states',massachusetts',41.9834,-71.3328
bailey,newton',united states',massachusetts',42.3612,-71.1953
bailey,newton center (newton)',united states',massachusetts',42.3307,-71.1995
bailey,"newmanstown', 'sheridan (lebanon county)'",united states',pennsylvania',40.3495,-76.2133
bailey,new york',united states',new york (state)',40.7648,-73.9808
bailey,new milford',united states',connecticut',41.5771,-73.4106
bailey,new london',united states',connecticut',41.3557,-72.0995
bailey,new haven',united states',connecticut',41.3082,-72.9251
bailey,new brunswick',united states',new jersey',40.4862,-74.4518
bailey,new britain',united states',connecticut',41.6612,-72.7795
bailey,new bedford',united states',massachusetts',41.6362,-70.9342
bailey,negaunee',united states',michigan',46.4991,-87.6118
bailey,needham heights',united states',massachusetts',42.2945,-71.2328
bailey,naugatuck',united states',connecticut',41.486,-73.0509
bailey,"morrisville (bucks county)', 'trenton'",united states',"pennsylvania', 'new jersey'",,
bailey,monson',united states',massachusetts',42.1043,-72.319
bailey,monroe',united states',new york (state)',41.3306,-74.1868
bailey,mohnton',united states',pennsylvania',40.2859,-75.9844
bailey,milwaukee',united states',wisconsin',43.0115,-87.9735
bailey,milford',united states',massachusetts',42.1398,-71.5162
bailey,middletown',united states',connecticut',41.5623,-72.6506
bailey,middleboro',united states',massachusetts',41.8932,-70.9111
bailey,meriden',united states',connecticut',41.5382,-72.807
bailey,medford',united states',massachusetts',42.4184,-71.1062
bailey,maynard',united states',massachusetts',42.4321,-71.454
bailey,manchester',united states',connecticut',41.7759,-72.5215
bailey,manchaug',united states',massachusetts',42.1501,-71.7628
bailey,madison',united states',connecticut',41.2794,-72.5983
bailey,lonsdale',united states',rhode island',,
bailey,lewisburg',united states',pennsylvania',40.9645,-76.8844
bailey,larchmont',united states',new york (state)',40.9279,-73.7518
bailey,lands end',united states',massachusetts',,
bailey,lagoon heights',united states',massachusetts',41.4538,-70.5683
bailey,hopkinton',united states',massachusetts',42.2288,-71.5196
bailey,holyoke',united states',massachusetts',42.2043,-72.6162
bailey,holbrook',united states',massachusetts',42.1551,-71.0087
bailey,hoboken',united states',new jersey',40.7433,-74.0324
bailey,higganum',united states',connecticut',41.4965,-72.5588
bailey,hebronville',united states',massachusetts',,
bailey,haverhill',united states',massachusetts',42.7778,-71.0768
bailey,hartford',united states',connecticut',41.7635,-72.6831
bailey,hammonton',united states',new jersey',39.6365,-74.8024
bailey,hackensack',united states',new jersey',40.8859,-74.0435
bailey,greenfield',united states',massachusetts',42.5878,-72.6006
bailey,gloversville',united states',new york (state)',43.0528,-74.3437
bailey,freeport',united states',new york (state)',40.6576,-73.5832
bailey,foxborough',united states',massachusetts',42.0654,-71.2478
bailey,fitchburg',united states',massachusetts',42.5834,-71.8023
bailey,fall river',united states',massachusetts',41.7011,-71.1546
bailey,"essex', 'centerbrook', 'ivoryton'",united states',connecticut',41.3534,-72.3906
bailey,enfield',united states',connecticut',41.9762,-72.5918
bailey,elmira',united states',new york (state)',42.0898,-76.8077
bailey,elkins park',united states',pennsylvania',40.0771,-75.1268
bailey,east rochester',united states',new york (state)',43.1122,-77.4836
bailey,east haddam',united states',connecticut',41.4532,-72.4612
bailey,east boston (boston)',united states',massachusetts',42.3751,-71.0392
bailey,dover',united states',new jersey',40.884,-74.5621
bailey,derby',united states',connecticut',41.3224,-73.089
bailey,danbury',united states',connecticut',41.3948,-73.454
bailey,concord',united states',new hampshire',43.2071,-71.537
bailey,columbus',united states',ohio',39.9623,-83.0007
bailey,collinsville',united states',connecticut',,
bailey,clinton',united states',massachusetts',42.42,-71.686
bailey,clinton',united states',connecticut',41.2787,-72.5276
bailey,chester',united states',pennsylvania',39.8496,-75.3557
bailey,cheshire',united states',connecticut',41.499,-72.9007
bailey,catasauqua',united states',pennsylvania',40.6548,-75.4746
bailey,canton',united states',massachusetts',42.1584,-71.1448
bailey,bristol',united states',rhode island',41.677,-71.2662
bailey,bristol',united states',connecticut',41.6736,-72.9464
bailey,bridgeton',united states',new jersey',39.4273,-75.2341
bailey,bridgeport',united states',connecticut',41.167,-73.2048
bailey,branford',united states',connecticut',41.2795,-72.8151
bailey,boston',united states',massachusetts',42.3605,-71.0596
bailey,birmingham',united states',connecticut',,
bailey,beverly',united states',massachusetts',42.5584,-70.88
bailey,bethlehem',united states',pennsylvania',40.6179,-75.3787
bailey,bethel',united states',connecticut',41.3712,-73.414
bailey,berwick',united states',pennsylvania',41.0602,-76.2461
bailey,bernville',united states',pennsylvania',40.4334,-76.1122
bailey,barre',united states',massachusetts',42.4229,-72.1051
bailey,bangor',united states',pennsylvania',40.8657,-75.2066
bailey,attleboro',united states',massachusetts',41.9445,-71.2856
bailey,atlantic highlands',united states',new jersey',40.4079,-74.0343
bailey,atlantic city',united states',new jersey',39.3643,-74.4229
bailey,ashland',united states',massachusetts',42.2612,-71.4634
bailey,arlington',united states',massachusetts',42.4154,-71.1564
bailey,ansonia',united states',connecticut',41.343,-73.0787
bailey,amesbury',united states',massachusetts',42.858,-70.9301
bailey,allentown',united states',pennsylvania',40.6022,-75.4713
